age,job,marital,education,balance,housing,duration,campaign,approval
47,technician,married,second,57,no,253,1,no
40,management,married,third,117,yes,770,2,no
36,technician,divorced,second,666,yes,190,1,no
28,management,single,third,0,yes,767,5,yes
38,technician,single,third,25,yes,232,2,yes
53,entrepreneur,married,first,1034,yes,854,2,no
46,bluecollar,single,second,324,yes,293,6,no
54,technician,married,second,0,no,986,1,no
32,management,married,third,0,no,66,1,no
55,management,married,first,621,no,114,1,no
55,retired,divorced,second,138,no,185,1,no
56,technician,married,second,4063,no,31,4,no
40,bluecollar,married,second,11084,no,113,1,no
44,technician,married,second,310,yes,180,1,no
32,entrepreneur,married,unknown,73,yes,158,1,no
63,management,married,third,1808,yes,99,4,no
41,unemployed,divorced,second,1281,no,45,3,no
37,technician,married,second,64,yes,239,4,no
58,management,single,third,2,yes,168,3,no
52,bluecollar,married,second,60,no,196,2,no
49,services,single,second,163,no,319,6,no
44,housemaid,married,first,3706,no,189,3,no
28,admin.,single,unknown,174,no,184,1,no
31,technician,married,second,251,no,156,2,no
37,selfemployed,married,second,4153,yes,35,16,no
60,technician,single,third,985,yes,88,2,no
28,services,single,second,168,no,347,3,yes
46,services,married,second,1550,yes,126,2,no
47,management,married,third,7708,yes,157,5,no
35,bluecollar,married,first,12,yes,212,5,no
80,management,married,first,6483,no,123,1,no
60,technician,single,third,60,yes,606,5,no
55,technician,single,second,6339,yes,63,1,no
22,student,single,third,1161,no,119,1,no
63,bluecollar,single,first,599,yes,29,1,no
53,entrepreneur,married,unknown,28,no,117,2,no
49,management,married,third,1460,no,231,2,no
51,retired,married,second,35,no,123,4,no
41,selfemployed,married,third,6000,yes,265,1,no
34,technician,married,second,0,yes,144,1,no
36,bluecollar,single,second,340,no,559,3,no
35,entrepreneur,married,third,0,no,74,1,no
29,services,married,second,3,yes,183,1,no
40,technician,single,third,445,yes,631,1,no
32,management,divorced,third,874,no,1282,6,yes
48,bluecollar,married,second,705,no,108,2,no
59,retired,married,unknown,1063,no,1199,1,yes
35,selfemployed,divorced,third,1354,yes,736,2,yes
63,technician,single,third,123,no,264,1,no
55,retired,married,first,8894,no,262,1,no
41,bluecollar,married,second,429,yes,244,1,no
42,housemaid,married,first,14752,no,107,2,no
46,bluecollar,married,first,67,no,9,1,no
35,housemaid,divorced,second,39,no,149,2,no
28,technician,single,third,102,no,321,2,no
25,student,single,second,1790,no,224,1,no
56,management,single,third,15311,no,157,6,no
60,admin.,single,second,635,no,250,1,no
45,bluecollar,married,second,115,no,189,4,no
40,management,married,third,10786,no,111,3,no
40,bluecollar,married,second,498,yes,55,2,no
39,bluecollar,married,second,1045,yes,290,13,no
48,entrepreneur,married,third,810,no,383,1,no
31,technician,single,third,162,yes,380,1,no
32,management,married,third,55,no,124,3,no
34,services,married,second,586,yes,224,2,no
26,technician,single,second,455,no,240,1,no
31,management,married,third,1010,yes,385,3,no
37,management,single,third,509,yes,163,1,no
29,student,single,unknown,2929,no,91,1,no
57,technician,married,second,6071,yes,63,3,no
47,management,single,third,153,yes,192,2,no
38,selfemployed,single,second,1146,yes,91,2,no
48,bluecollar,married,first,1092,no,79,1,no
50,management,married,third,3463,no,96,1,yes
63,admin.,married,second,1158,yes,25,2,no
28,admin.,single,second,26,yes,227,2,no
60,services,single,second,566,no,110,1,no
52,technician,divorced,second,184,no,134,2,no
36,technician,married,second,480,no,213,1,yes
36,technician,single,second,1855,yes,75,1,no
46,services,married,second,1034,no,109,2,no
57,management,married,third,3250,no,162,3,no
28,management,single,second,1663,no,275,1,yes
46,services,married,second,0,yes,154,1,no
55,retired,married,first,6334,no,632,4,yes
63,management,married,third,4018,yes,251,1,no
53,management,married,second,66,no,141,1,no
41,technician,single,second,41,yes,154,1,no
60,bluecollar,married,second,322,yes,63,1,no
35,entrepreneur,married,first,2623,no,259,1,no
23,bluecollar,divorced,first,49,yes,100,1,no
57,admin.,divorced,first,1,no,17,10,no
46,admin.,married,second,6098,yes,192,9,no
31,bluecollar,married,first,352,yes,97,9,no
53,technician,married,second,65,no,41,2,no
35,bluecollar,married,second,1949,yes,180,3,no
32,admin.,single,second,739,yes,91,3,no
48,management,married,third,1167,yes,264,1,yes
50,admin.,married,second,231,yes,397,2,no
40,bluecollar,married,first,1136,yes,86,1,no
42,entrepreneur,married,third,263,no,446,1,no
59,admin.,married,second,817,no,604,1,no
27,bluecollar,single,first,1128,yes,88,4,no
32,management,single,third,1831,yes,86,2,no
35,technician,single,second,450,yes,63,1,no
28,services,married,second,0,yes,635,2,no
37,management,divorced,second,414,no,293,2,no
57,management,married,first,1052,yes,227,4,no
42,admin.,single,second,1022,yes,146,2,no
55,admin.,married,first,323,yes,276,3,no
52,management,married,third,1944,yes,238,3,no
26,bluecollar,single,second,32,yes,14,6,no
52,technician,married,second,1781,yes,144,2,no
26,management,single,third,350,no,367,1,no
63,unemployed,married,second,2,yes,132,1,no
24,bluecollar,single,first,111,yes,42,4,no
37,management,divorced,third,168,yes,227,1,no
28,technician,single,second,3,no,40,8,no
60,technician,single,second,102,yes,614,2,no
63,bluecollar,married,first,0,yes,270,1,no
55,unknown,married,first,159,no,15,1,no
63,bluecollar,married,second,1134,yes,604,2,no
42,bluecollar,married,second,352,yes,79,3,no
37,management,married,third,865,yes,101,1,no
59,bluecollar,married,first,179,yes,55,3,no
27,bluecollar,single,second,5,yes,185,3,no
23,student,married,third,260,yes,259,2,no
51,management,divorced,third,0,no,60,2,no
50,bluecollar,married,first,3924,yes,122,2,no
23,technician,married,second,764,yes,557,5,no
37,bluecollar,divorced,first,511,yes,42,1,no
34,management,single,third,2348,yes,373,8,no
41,management,married,third,6016,yes,80,3,no
26,student,single,second,279,no,239,3,no
49,management,divorced,third,1405,no,29,1,no
29,bluecollar,single,second,908,yes,1663,1,yes
60,management,single,third,162,yes,186,4,no
38,services,divorced,second,792,no,460,1,no
58,management,married,second,111,no,58,2,no
34,student,single,unknown,1281,no,279,1,no
53,services,divorced,unknown,1012,yes,632,2,no
50,management,married,third,2881,no,510,2,no
60,bluecollar,single,second,445,yes,218,1,no
40,management,married,second,623,yes,74,2,no
57,housemaid,single,second,254,no,676,1,no
40,management,married,third,1212,yes,1259,2,no
41,technician,married,second,2125,yes,285,3,no
53,technician,divorced,unknown,629,yes,298,1,no
48,bluecollar,married,second,182,yes,225,4,no
32,technician,single,second,271,yes,80,2,no
34,management,married,third,703,yes,342,1,yes
46,bluecollar,married,second,216,yes,404,3,no
45,services,divorced,second,88,no,632,1,no
51,admin.,single,third,16,yes,158,1,no
31,management,married,second,466,yes,164,1,no
47,technician,married,second,75,yes,57,1,no
32,bluecollar,married,second,456,no,121,1,no
41,technician,married,second,77,yes,56,1,no
37,services,single,second,244,no,178,1,no
27,bluecollar,single,first,1189,no,283,1,no
27,services,married,second,58,yes,113,1,no
50,management,married,second,421,no,22,5,no
31,management,single,third,112,yes,159,2,no
40,selfemployed,married,third,13669,no,138,1,no
23,management,married,third,1429,yes,1015,1,yes
39,technician,married,third,794,no,182,1,no
31,entrepreneur,single,third,1957,no,112,3,no
48,technician,married,second,454,yes,114,1,no
32,bluecollar,single,first,882,no,80,8,no
47,unemployed,married,first,168,yes,66,1,no
35,management,single,third,714,yes,135,22,no
42,management,single,third,0,no,99,1,no
47,bluecollar,married,second,1996,no,761,2,yes
59,retired,married,second,163,no,464,1,no
38,admin.,married,second,3190,yes,18,2,no
50,unemployed,married,second,1772,no,186,4,no
27,services,single,second,151,no,283,2,no
55,housemaid,married,first,16,no,64,1,no
39,services,single,second,7066,yes,667,3,yes
31,technician,single,third,454,no,73,3,no
37,entrepreneur,married,third,4798,yes,156,2,no
28,technician,single,second,298,yes,559,7,no
42,technician,married,second,239,no,123,2,no
40,services,divorced,second,1927,yes,62,1,no
59,management,single,second,671,yes,219,2,no
40,services,single,second,65,yes,15,3,no
23,technician,married,second,932,yes,567,1,no
38,technician,single,second,2366,yes,188,2,no
54,retired,married,first,0,yes,159,2,no
41,bluecollar,married,second,4900,yes,121,2,no
55,housemaid,divorced,first,976,no,345,1,yes
63,management,married,third,148,no,717,1,no
46,bluecollar,married,second,5,no,71,3,no
36,management,married,second,148,no,1440000,2,no
48,technician,divorced,third,113,no,38,1,no
42,management,married,second,105,yes,60,2,no
46,management,divorced,third,624,no,636,2,yes
49,technician,married,second,1680,yes,92,4,no
36,bluecollar,married,second,461,no,254,2,no
34,technician,single,third,144,yes,104,1,no
51,entrepreneur,divorced,third,4,yes,74,5,no
58,bluecollar,married,first,609,no,156,2,no
48,management,married,third,866,no,146,2,no
41,admin.,single,second,1018,yes,882,1,yes
49,selfemployed,married,first,489,yes,84,4,no
23,management,married,first,8167,yes,114,2,no
32,bluecollar,single,second,255,no,957,3,no
54,retired,married,second,3671,no,67,3,no
63,bluecollar,divorced,first,636,yes,211,11,no
35,technician,married,second,141,yes,299,2,no
56,technician,married,second,150,yes,102,6,no
57,technician,married,second,839,no,225,1,no
31,housemaid,single,first,26965,no,654,2,yes
63,technician,single,second,716,yes,234,2,no
29,technician,single,third,2485,no,48,6,no
38,management,single,third,15060,yes,167,1,no
37,admin.,married,second,11603,no,500,2,no
63,entrepreneur,married,third,595,no,22,2,no
60,management,single,third,19358,no,258,2,no
31,selfemployed,single,second,183,no,177,1,no
28,technician,single,third,183,yes,62,2,no
26,admin.,single,second,255,no,457008,1,yes
31,technician,single,second,102,yes,460,2,no
50,housemaid,divorced,first,94,yes,184,4,no
45,entrepreneur,married,first,58,yes,119,3,no
48,management,married,first,606,no,77,6,no
41,technician,married,second,0,no,107,1,no
60,technician,married,first,65,yes,1028,2,yes
41,bluecollar,married,second,638,yes,87,1,no
23,bluecollar,married,first,757,yes,315,4,no
36,management,married,third,9269,yes,107,2,no
40,bluecollar,married,first,1186,no,181,5,no
28,management,single,third,882,no,94,1,no
27,student,single,third,5291,no,192,2,yes
49,management,single,second,61,yes,185,2,no
37,technician,married,third,0,yes,77,1,no
31,bluecollar,married,second,1407,yes,142,3,no
31,technician,single,second,25,no,381,1,no
31,bluecollar,married,second,1354,yes,222,2,no
35,bluecollar,married,first,793,yes,106,1,no
51,bluecollar,divorced,unknown,10287,yes,117,1,no
63,technician,single,second,5235,no,67,3,no
60,technician,single,third,3,yes,45,2,no
58,technician,single,second,409,no,623,2,no
34,admin.,married,third,35,yes,76,1,no
45,management,married,third,459,no,508,6,no
28,services,single,second,198,no,128,2,yes
31,bluecollar,married,first,99,yes,193,2,no
40,management,married,third,60,no,172,6,no
60,services,single,second,3485,no,142,2,no
34,entrepreneur,married,second,139,yes,492,2,no
40,bluecollar,married,second,952,no,140,1,no
59,retired,married,first,1427,no,140,2,no
23,technician,single,third,1017,yes,257,2,no
41,management,married,third,29,no,41,2,no
63,technician,divorced,second,9,no,91,2,no
63,management,married,second,4040,yes,132,2,no
36,bluecollar,married,second,13,no,284,1,no
32,selfemployed,single,second,1259,no,184,2,no
25,admin.,married,second,18,yes,225,1,no
25,bluecollar,married,second,76,yes,241,3,no
38,technician,single,third,221,no,79,3,no
34,management,married,third,136,yes,156,1,no
67,bluecollar,married,second,16353,no,223,2,no
32,bluecollar,married,second,63,yes,198,1,no
45,housemaid,married,first,7353,no,536,2,no
63,bluecollar,married,first,511,yes,604,2,no
38,admin.,married,first,3913,yes,196,2,no
32,technician,divorced,second,1097,yes,298,2,no
54,retired,divorced,third,6102,yes,86,6,no
51,admin.,divorced,second,340,yes,186,1,no
42,bluecollar,married,first,119,yes,167,3,no
41,admin.,married,second,2993,yes,24,12,no
39,management,divorced,third,3575,no,74,3,no
38,bluecollar,married,second,361,yes,601,1,no
39,management,married,second,1072,yes,1168,2,no
46,bluecollar,married,first,2904,no,277,2,no
50,entrepreneur,divorced,third,1790,no,748,3,no
63,bluecollar,married,second,86,yes,364,1,no
37,technician,married,second,1663,yes,229,3,no
31,management,married,third,8312,no,23,13,no
34,bluecollar,divorced,unknown,172,no,177,1,yes
34,management,married,third,0,yes,262,1,yes
36,management,married,third,222,yes,317,1,no
40,technician,married,second,109,no,402,22,no
40,bluecollar,married,second,1451,no,314,1,yes
41,technician,married,second,1066,no,109,3,yes
52,management,married,third,3163,no,56,6,no
40,services,single,second,888,yes,169,2,no
48,bluecollar,single,unknown,428,yes,127,1,no
63,management,divorced,second,106,no,175,3,no
44,technician,divorced,second,0,no,56,2,no
55,management,married,third,979,no,123,1,no
51,admin.,married,second,2662,no,148,2,no
34,management,single,third,84,no,231,1,no
58,retired,divorced,unknown,5918,yes,255,1,no
39,management,single,third,816,yes,37,3,no
27,unemployed,single,second,3276,no,106,1,no
55,management,divorced,unknown,2,yes,95,1,no
35,technician,single,second,51,no,134,2,no
37,technician,single,third,6315,yes,818,2,no
52,technician,married,second,196,yes,116,1,no
41,bluecollar,married,second,552,yes,463,1,no
52,admin.,married,second,2347,no,603,3,no
34,bluecollar,single,second,3723,yes,47,5,no
53,management,divorced,first,255,no,126,1,no
63,management,single,third,3123,no,421,2,yes
47,selfemployed,married,second,0,no,174,8,no
35,bluecollar,married,second,6411,yes,144,1,no
63,management,single,third,1909,no,191,2,no
55,bluecollar,married,first,3873,no,222,1,no
58,selfemployed,married,first,1013,yes,186,1,yes
44,admin.,married,second,262,yes,74,1,no
25,services,single,second,3217,yes,24,1,no
37,technician,single,second,5236,yes,7,11,no
41,bluecollar,married,first,1867,yes,493,7,no
34,bluecollar,single,second,215,no,350,3,yes
36,services,divorced,second,1594,no,250,3,no
44,selfemployed,married,third,134,no,86,4,no
34,entrepreneur,divorced,third,262,no,371,1,no
56,bluecollar,divorced,first,6021,no,419,2,no
23,management,divorced,third,388,yes,1887,2,yes
28,bluecollar,single,second,3412,yes,22,4,no
54,bluecollar,married,second,1291,yes,266,1,no
37,technician,divorced,second,79,no,191,1,no
59,selfemployed,married,third,1813,no,222,4,yes
58,bluecollar,divorced,second,523,no,264,3,no
56,management,divorced,third,1016,yes,184,5,no
32,bluecollar,single,second,604,no,95,3,no
42,management,single,third,525,no,127,2,no
52,retired,divorced,first,353,no,395,4,no
46,management,married,third,964,yes,174,1,no
37,admin.,married,third,3913,yes,124,1,yes
39,bluecollar,married,first,879,yes,102,2,no
31,admin.,married,second,314,yes,279,1,no
59,housemaid,married,first,0,no,76,11,no
38,bluecollar,married,second,1370,yes,472,2,no
58,management,married,second,37,no,84,11,no
34,management,single,third,673,yes,271,1,no
40,services,married,second,342,yes,754,1,no
18,student,single,second,291,no,172,5,no
34,technician,married,second,189,yes,375,2,no
31,technician,single,third,238,yes,160,2,no
39,admin.,single,second,1242,yes,603,3,no
34,entrepreneur,married,third,355,yes,261,1,no
24,bluecollar,married,second,184,yes,229,3,no
41,management,married,third,10758,yes,288,1,no
40,management,married,third,5,yes,219,3,no
45,technician,single,second,410,yes,891,4,yes
36,management,married,third,605,yes,184,1,no
53,management,married,third,4,no,19,6,no
23,student,single,second,8494,no,158,2,no
42,entrepreneur,married,first,198,yes,314,1,no
48,bluecollar,married,second,841,yes,215,1,no
